Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Vaneck vect semiconductor etf,SMH,"",0.0,0.0,,0.0021,"",-3041.0,-100.0,soldall,No Data,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,106.33
Adobe systems  inc.,ADBE,CALL,0.0,0.0,,0.0443,"",-25000.0,-100.0,soldall,N/A,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,
Encana corp.,ECA,"",0.0,0.0,,0.2935,"",-6097489.0,-100.0,soldall,0.0000000,Q2 2016,ENERGY,13F,06/30/2019,6.7299
Conagra brands inc,CAG,"",0.0,0.0,,0.3191,"",-1730066.0,-100.0,soldall,0.0000000,Q4 2016,CONSUMER STAPLES,13F,06/30/2019,27.6978
Penumbra inc,PEN,PUT,0.0,0.0,,0.0293,"",-30000.0,-100.0,soldall,N/A,Q1 2019,HEALTH CARE,13F,06/30/2019,
Bilibili inc,BILI,"",0.0,0.0,,0.0124,"",-98336.0,-100.0,soldall,0.0000000,Q1 2019,COMMUNICATIONS,13F,06/30/2019,18.95
Align technology inc,ALGN,CALL,0.0,0.0,,0.1872,"",-99000.0,-100.0,soldall,N/A,Q1 2019,HEALTH CARE,13F,06/30/2019,
Agnico-eagle mines  ltd,AEM,"",0.0,0.0,,0.0112,"",-38738.0,-100.0,soldall,0.0000000,Q4 2018,MATERIALS,13F,06/30/2019,40.4
Moog inc class a,MOG.A,"",0.0,0.0,,0.003,"",-5225.0,-100.0,soldall,0.0000000,Q1 2019,INDUSTRIALS,13F,06/30/2019,86.95
Ascena retail group inc.,ASNA,"",0.0,0.0,,0.0098,"",-1359607.0,-100.0,soldall,0.0000000,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,1.08
Canadian pacific railway ltd. (2001),CP,"",0.0,0.0,,0.0453,"",-33089.0,-100.0,soldall,0.0000000,Q2 2015,TRANSPORTS,13F,06/30/2019,181.659
Fibrogen inc,FGEN,PUT,0.0,0.0,,0.0455,"",-126000.0,-100.0,soldall,N/A,Q1 2019,HEALTH CARE,13F,06/30/2019,
Ameris bancorp,ABCB,"",0.0,0.0,,0.0358,"",-156532.0,-100.0,soldall,0.0000000,Q1 2019,FINANCE,13F,06/30/2019,34.35
Intercontinental exchange inc,ICE,"",0.0,0.0,,0.2023,"",-399658.0,-100.0,soldall,0.0000000,Q1 2015,FINANCE,13F,06/30/2019,76.108
Borg warner inc,BWA,"",0.0,0.0,,0.0048,"",-18816.0,-100.0,soldall,0.0000000,Q3 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,38.41
Hillenbrand inc.,HI,"",0.0,0.0,,0.0031,"",-11376.0,-100.0,soldall,0.0000000,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,39.5835
Dominos pizza inc,DPZ,CALL,0.0,0.0,,0.0686,"",-40000.0,-100.0,soldall,N/A,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,
Alder biopharmaceuticals inc,ALDR,"",0.0,0.0,,0.0097,"",-106682.0,-100.0,soldall,0.0000000,Q4 2018,HEALTH CARE,13F,06/30/2019,12.8436
Heartland express  inc.,HTLD,"",0.0,0.0,,0.0059,"",-45931.0,-100.0,soldall,0.0000000,Q4 2017,TRANSPORTS,13F,06/30/2019,19.28
Marriott international inc/md,MAR,"",0.0,0.0,,0.0069,"",-8266.0,-100.0,soldall,0.0000000,Q2 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,108.56
James river group holdings ltd,JRVR,"",0.0,0.0,,0.0054,"",-20395.0,-100.0,soldall,0.0000000,Q2 2016,FINANCE,13F,06/30/2019,35.8641
Banco santander chile adr,BSAC,"",0.0,0.0,,0.003,"",-15243.0,-100.0,soldall,0.0000000,Q1 2019,FINANCE,13F,06/30/2019,29.75
The medicines co,MDCO,PUT,0.0,0.0,,0.0753,"",-405000.0,-100.0,soldall,N/A,Q3 2018,HEALTH CARE,13F,06/30/2019,
Cathay general bancorp  inc.,CATY,"",0.0,0.0,,0.0078,"",-34800.0,-100.0,soldall,0.0000000,Q4 2014,FINANCE,13F,06/30/2019,36.9277
American water works co inc,AWK,"",0.0,0.0,,0.0109,"",-15761.0,-100.0,soldall,0.0000000,Q1 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,104.26
Icu medical inc,ICUI,"",0.0,0.0,,0.0923,"",-57984.0,-100.0,soldall,0.0000000,Q3 2017,HEALTH CARE,13F,06/30/2019,243.2558
Ihs markit ltd,INFO,"",0.0,0.0,,0.002,"",-5599.0,-100.0,soldall,0.0000000,Q3 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,54.38
Knight transportation inc.,KNX,"",0.0,0.0,,0.0059,"",-27255.0,-100.0,soldall,0.0000000,Q2 2017,TRANSPORTS,13F,06/30/2019,36.8607
Diamondrock hospitality co,DRH,"",0.0,0.0,,0.2018,"",-2802316.0,-100.0,soldall,0.0000000,Q4 2015,REAL ESTATE,13F,06/30/2019,10.7181
Bce inc. (bell telephone of canada),BCE,"",0.0,0.0,,0.0068,"",-23174.0,-100.0,soldall,0.0000000,Q1 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,44.39
Heron therapeutics inc,HRTX,"",0.0,0.0,,0.0312,"",-191698.0,-100.0,soldall,0.0000000,Q1 2017,HEALTH CARE,13F,06/30/2019,28.3969
Qualcomm inc.,QCOM,CALL,0.0,0.0,,0.0597,"",-157500.0,-100.0,soldall,N/A,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,
Oshkosh corporation,OSK,"",0.0,0.0,,0.0133,"",-26688.0,-100.0,soldall,0.0000000,Q2 2016,INDUSTRIALS,13F,06/30/2019,70.8456
Smart global holdings inc,SGH,"",0.0,0.0,,0.0016,"",-12866.0,-100.0,soldall,0.0000000,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,19.2
Cree research inc.,CREE,"",0.0,0.0,,0.0056,"",-14632.0,-100.0,soldall,0.0000000,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,57.22
Mpg ingredients inc,MGPI,"",0.0,0.0,,0.004,"",-7783.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER STAPLES,13F,06/30/2019,77.15
Wageworks inc,WAGE,"",0.0,0.0,,0.0188,"",-74789.0,-100.0,soldall,0.0000000,Q1 2018,INDUSTRIALS,13F,06/30/2019,37.76
Danaher corp.,DHR,"",0.0,0.0,,0.0122,"",-13908.0,-100.0,soldall,0.0000000,Q1 2015,HEALTH CARE,13F,06/30/2019,132.02
3m co. (minnesota mining & manufacturing),MMM,"",0.0,0.0,,0.0028,"",-2056.0,-100.0,soldall,0.0000000,Q3 2015,INDUSTRIALS,13F,06/30/2019,207.78
Walt disney co. (the),DIS,PUT,0.0,0.0,,0.0443,"",-60000.0,-100.0,soldall,N/A,Q1 2019,COMMUNICATIONS,13F,06/30/2019,
Myokardia inc,MYOK,"",0.0,0.0,,0.0055,"",-15948.0,-100.0,soldall,0.0000000,Q1 2019,HEALTH CARE,13F,06/30/2019,51.99
Carbon black inc,CBLK,"",0.0,0.0,,0.0043,"",-46301.0,-100.0,soldall,0.0000000,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,16.706
Crown holdings inc. (crown cork & seal),CCK,"",0.0,0.0,,0.0062,"",-16987.0,-100.0,soldall,0.0000000,Q4 2018,MATERIALS,13F,06/30/2019,48.3359
Axis capital holdings ltd,AXS,CALL,0.0,0.0,,0.0947,"",-260000.0,-100.0,soldall,N/A,Q4 2018,FINANCE,13F,06/30/2019,
Wright medical group n.v.,WMGI,"",0.0,0.0,,0.0545,"",-260683.0,-100.0,soldall,0.0000000,Q1 2018,HEALTH CARE,13F,06/30/2019,26.7322
Intuitive surgical inc,ISRG,CALL,0.0,0.0,,0.1366,"",-36000.0,-100.0,soldall,N/A,Q1 2019,HEALTH CARE,13F,06/30/2019,
Seagate technology plc,STX,"",0.0,0.0,,0.2495,"",-783503.0,-100.0,soldall,0.0000000,Q2 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,47.8155
Solaredge technologies inc,SEDG,"",0.0,0.0,,0.0688,"",-274529.0,-100.0,soldall,0.0000000,Q1 2019,ENERGY,13F,06/30/2019,37.68
First financial bancorp  inc. (oh),FFBC,"",0.0,0.0,,0.0184,"",-114831.0,-100.0,soldall,0.0000000,Q4 2018,FINANCE,13F,06/30/2019,23.7787
Td ameritrade holding corp class a,AMTD,"",0.0,0.0,,0.0051,"",-15442.0,-100.0,soldall,0.0000000,Q3 2016,FINANCE,13F,06/30/2019,49.99
Cimarex energy co.,XEC,"",0.0,0.0,,0.0025,"",-5295.0,-100.0,soldall,0.0000000,Q1 2019,ENERGY,13F,06/30/2019,69.9
Relx plc adr,RELX,"",0.0,0.0,,0.0101,"",-70834.0,-100.0,soldall,0.0000000,Q1 2019,COMMUNICATIONS,13F,06/30/2019,21.45
Rockwell automation  inc.,ROK,"",0.0,0.0,,0.0071,"",-6112.0,-100.0,soldall,0.0000000,Q1 2016,INDUSTRIALS,13F,06/30/2019,166.9908
Colony capital inc,CLNY,"",0.0,0.0,,0.0046,"",-131447.0,-100.0,soldall,0.0000000,Q3 2014,REAL ESTATE,13F,06/30/2019,5.32
Tetra tech  inc.,TTEK,"",0.0,0.0,,0.0064,"",-16084.0,-100.0,soldall,0.0000000,Q4 2018,INDUSTRIALS,13F,06/30/2019,55.8842
Istar inc. (starwood financial),STAR,"",0.0,0.0,,0.0165,"",-294402.0,-100.0,soldall,0.0000000,Q2 2017,REAL ESTATE,13F,06/30/2019,9.17
Interface inc,TILE,"",0.0,0.0,,0.0092,"",-90726.0,-100.0,soldall,0.0000000,Q4 2014,CONSUMER DISCRETIONARY,13F,06/30/2019,23.5269
Cubesmart,CUBE,"",0.0,0.0,,0.0694,"",-325708.0,-100.0,soldall,0.0000000,Q3 2016,REAL ESTATE,13F,06/30/2019,29.9236
Centene corp,CNC,"",0.0,0.0,,0.1609,"",-455758.0,-100.0,soldall,0.0000000,Q1 2015,HEALTH CARE,13F,06/30/2019,53.9566
Gardner denver holdings inc,GDI,"",0.0,0.0,,0.0096,"",-51770.0,-100.0,soldall,0.0000000,Q3 2018,INDUSTRIALS,13F,06/30/2019,27.9808
Take-two interactive software  inc.,TTWO,CALL,0.0,0.0,,0.1475,"",-235000.0,-100.0,soldall,N/A,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Salesforce.com inc.,CRM,"",0.0,0.0,,0.2101,"",-199524.0,-100.0,soldall,0.0000000,Q1 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,98.2194
Palo alto networks inc,PANW,"",0.0,0.0,,0.2934,"",-181654.0,-100.0,soldall,0.0000000,Q2 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,212.4878
Fidelity national financial inc,FNF,"",0.0,0.0,,0.0906,"",-372955.0,-100.0,soldall,0.0000000,Q4 2017,FINANCE,13F,06/30/2019,36.55
Arris international plc,ARRS,"",0.0,0.0,,0.0282,"",-134215.0,-100.0,soldall,0.0000000,Q2 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,31.0866
Fifth third bancorp (1927) (cincinnati  oh),FITB,PUT,0.0,0.0,,0.0277,"",-165000.0,-100.0,soldall,N/A,Q1 2019,FINANCE,13F,06/30/2019,
Gms inc,GMS,"",0.0,0.0,,0.0015,"",-15272.0,-100.0,soldall,0.0000000,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,14.86
Docusign inc,DOCU,PUT,0.0,0.0,,0.0181,"",-52500.0,-100.0,soldall,N/A,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Pultegroup inc,PHM,"",0.0,0.0,,0.0024,"",-13066.0,-100.0,soldall,0.0000000,Q4 2014,CONSUMER DISCRETIONARY,13F,06/30/2019,27.3911
Kratos defense & security solutions inc,KTOS,"",0.0,0.0,,0.0029,"",-28051.0,-100.0,soldall,0.0000000,Q4 2017,INDUSTRIALS,13F,06/30/2019,14.5919
Rlj lodging trust,RLJ,"",0.0,0.0,,0.1124,"",-962025.0,-100.0,soldall,0.0000000,Q4 2017,REAL ESTATE,13F,06/30/2019,18.077
Toronto-dominion bank (the),TD,"",0.0,0.0,,0.0608,"",-168249.0,-100.0,soldall,0.0000000,Q4 2018,FINANCE,13F,06/30/2019,53.4606
Northern trust corp.,NTRS,"",0.0,0.0,,0.0412,"",-68509.0,-100.0,soldall,0.0000000,Q1 2014,FINANCE,13F,06/30/2019,96.7284
Etsy inc,ETSY,"",0.0,0.0,,0.0203,"",-45366.0,-100.0,soldall,0.0000000,Q4 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,48.3792
Hilltop holdings inc,HTH,"",0.0,0.0,,0.012,"",-98771.0,-100.0,soldall,0.0000000,Q1 2019,REAL ESTATE,13F,06/30/2019,18.25
Davita healthcare partners inc,DVA,CALL,0.0,0.0,,0.0361,"",-100000.0,-100.0,soldall,N/A,Q1 2019,HEALTH CARE,13F,06/30/2019,
Hunt (j.b.) transport services  inc.,JBHT,"",0.0,0.0,,0.0044,"",-6555.0,-100.0,soldall,0.0000000,Q1 2019,TRANSPORTS,13F,06/30/2019,101.29
Cenovus energy inc,CVE,"",0.0,0.0,,0.0014,"",-24887.0,-100.0,soldall,0.0000000,Q4 2018,ENERGY,13F,06/30/2019,7.03
Applied materials inc.,AMAT,CALL,0.0,0.0,,0.0527,"",-200000.0,-100.0,soldall,N/A,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,
Caredx inc,CDNA,"",0.0,0.0,,0.0021,"",-9935.0,-100.0,soldall,0.0000000,Q1 2019,HEALTH CARE,13F,06/30/2019,31.52
Newmarket corp. (albermarle paper manufacturing - ethyl corp.),NEU,"",0.0,0.0,,0.004,"",-1397.0,-100.0,soldall,0.0000000,Q4 2017,MATERIALS,13F,06/30/2019,421.7876
Sun communities  inc.,SUI,"",0.0,0.0,,0.0831,"",-105495.0,-100.0,soldall,0.0000000,Q4 2015,REAL ESTATE,13F,06/30/2019,92.5211
Lennar corp. class a,LEN,"",0.0,0.0,,0.3343,"",-1024115.0,-100.0,soldall,0.0000000,Q2 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,49.545
Stericycle inc.,SRCL,"",0.0,0.0,,0.0549,"",-151798.0,-100.0,soldall,0.0000000,Q2 2016,INDUSTRIALS,13F,06/30/2019,58.9862
Manpowergroup inc.,MAN,"",0.0,0.0,,0.3312,"",-602363.0,-100.0,soldall,0.0000000,Q4 2015,INDUSTRIALS,13F,06/30/2019,82.9019
Murphy usa inc,MUSA,"",0.0,0.0,,0.0216,"",-37981.0,-100.0,soldall,0.0000000,Q1 2017,ENERGY,13F,06/30/2019,77.4306
Ishares msci emerging index fund,EEM,"",0.0,0.0,,0.0078,"",-27302.0,-100.0,soldall,No Data,Q1 2017,FINANCE,13F,06/30/2019,42.92
British american tobacco industries,BTI,"",0.0,0.0,,0.044,"",-158788.0,-100.0,soldall,0.0000000,Q4 2016,CONSUMER STAPLES,13F,06/30/2019,41.72
Berry global group inc,BERY,"",0.0,0.0,,0.0262,"",-73040.0,-100.0,soldall,0.0000000,Q4 2018,HEALTH CARE,13F,06/30/2019,51.4927
Orasure technologies inc,OSUR,"",0.0,0.0,,0.0043,"",-57924.0,-100.0,soldall,0.0000000,Q4 2017,HEALTH CARE,13F,06/30/2019,13.7387
Avalonbay communities  inc.,AVB,"",0.0,0.0,,0.1983,"",-148569.0,-100.0,soldall,0.0000000,Q3 2016,REAL ESTATE,13F,06/30/2019,176.6717
Honeywell international inc. (allied chemical and dye - allied signal),HON,"",0.0,0.0,,0.5349,"",-506191.0,-100.0,soldall,0.0000000,Q3 2015,INDUSTRIALS,13F,06/30/2019,146.6825
Audentes therapeutics inc,BOLD,"",0.0,0.0,,0.0058,"",-22277.0,-100.0,soldall,0.0000000,Q4 2017,HEALTH CARE,13F,06/30/2019,27.6609
Wyndham hotels & resorts inc,WH,"",0.0,0.0,,0.023,"",-69137.0,-100.0,soldall,0.0000000,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,54.5738
Tiffany & co. (de),TIF,"",0.0,0.0,,0.0475,"",-67635.0,-100.0,soldall,0.0000000,Q4 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,105.55
Rpc inc,RES,"",0.0,0.0,,0.0276,"",-363991.0,-100.0,soldall,0.0000000,Q1 2019,ENERGY,13F,06/30/2019,11.41
Air lease corp,AL,"",0.0,0.0,,0.0277,"",-121291.0,-100.0,soldall,0.0000000,Q4 2018,FINANCE,13F,06/30/2019,33.2769
Petroleo brasileiro sa (petrobras) adr,PBR,"",0.0,0.0,,0.0041,"",-38865.0,-100.0,soldall,0.0000000,Q1 2019,ENERGY,13F,06/30/2019,15.92
Celgene corp.,CELG,PUT,0.0,0.0,,0.1286,"",-205000.0,-100.0,soldall,N/A,Q1 2019,HEALTH CARE,13F,06/30/2019,
Appfolio inc,APPF,"",0.0,0.0,,0.0019,"",-3657.0,-100.0,soldall,0.0000000,Q4 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,79.4
Clementia pharmaceuticals inc,CMTA,"",0.0,0.0,,0.0341,"",-196451.0,-100.0,soldall,0.0000000,Q1 2019,HEALTH CARE,13F,06/30/2019,26.1
Maxwell technologies inc,MXWL,"",0.0,0.0,,0.0061,"",-205775.0,-100.0,soldall,0.0000000,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,4.47
Haemonetics corp. (ma),HAE,"",0.0,0.0,,0.0051,"",-8846.0,-100.0,soldall,0.0000000,Q1 2019,HEALTH CARE,13F,06/30/2019,87.48
Lancaster colony corp.,LANC,"",0.0,0.0,,0.0089,"",-8526.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER STAPLES,13F,06/30/2019,156.69
Banco santander brasil sa adr,BSBR,"",0.0,0.0,,0.0017,"",-23385.0,-100.0,soldall,0.0000000,Q4 2017,FINANCE,13F,06/30/2019,11.23
Advanced micro devices inc,AMD,PUT,0.0,0.0,,0.017,"",-100000.0,-100.0,soldall,N/A,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Intersect ent inc,XENT,"",0.0,0.0,,0.0313,"",-146267.0,-100.0,soldall,0.0000000,Q4 2018,HEALTH CARE,13F,06/30/2019,31.9061
Columbia banking system  inc.,COLB,"",0.0,0.0,,0.0032,"",-14696.0,-100.0,soldall,0.0000000,Q1 2018,FINANCE,13F,06/30/2019,38.404
Factset research systems inc,FDS,CALL,0.0,0.0,,0.0198,"",-12000.0,-100.0,soldall,N/A,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Leidos holdings inc,LDOS,"",0.0,0.0,,0.0048,"",-11228.0,-100.0,soldall,0.0000000,Q4 2016,INDUSTRIALS,13F,06/30/2019,64.09
Wendys co. (the),WEN,"",0.0,0.0,,0.0041,"",-34253.0,-100.0,soldall,0.0000000,Q3 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,16.3046
Patterson-uti energy inc,PTEN,"",0.0,0.0,,0.0373,"",-400139.0,-100.0,soldall,0.0000000,Q1 2017,ENERGY,13F,06/30/2019,14.02
Ambev s.a. adr,ABEV,"",0.0,0.0,,0.0525,"",-1836254.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER STAPLES,13F,06/30/2019,4.3
Cognizant technology solutions corp,CTSH,"",0.0,0.0,,0.1862,"",-386585.0,-100.0,soldall,0.0000000,Q4 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,71.3262
Koninklijke philips electronics nv adr,PHG,"",0.0,0.0,,0.0544,"",-200387.0,-100.0,soldall,0.0000000,Q3 2018,INDUSTRIALS,13F,06/30/2019,40.86
Boise cascade l.l.c.,BCC,"",0.0,0.0,,0.0049,"",-27310.0,-100.0,soldall,0.0000000,Q2 2018,MATERIALS,13F,06/30/2019,33.3632
Sanofi sa,SNY,CALL,0.0,0.0,,0.0795,"",-270000.0,-100.0,soldall,N/A,Q2 2017,HEALTH CARE,13F,06/30/2019,
Dupont de nemours  inc. (formerly dowdupont),DD,"",0.0,0.0,,0.0046,"",-6175.58,-100.0,soldall,0.0000000,Q3 2017,MATERIALS,13F,06/30/2019,53.48
Merck & co,MRK,PUT,0.0,0.0,,0.0553,"",-100000.0,-100.0,soldall,N/A,Q1 2019,HEALTH CARE,13F,06/30/2019,
E.l.f. beauty inc,ELF,"",0.0,0.0,,0.0403,"",-571368.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER STAPLES,13F,06/30/2019,10.6
Sonos inc,SONO,"",0.0,0.0,,0.0104,"",-152199.0,-100.0,soldall,0.0000000,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,10.1404
Vertex pharmaceuticals  inc.,VRTX,PUT,0.0,0.0,,0.0991,"",-81000.0,-100.0,soldall,N/A,Q1 2019,HEALTH CARE,13F,06/30/2019,
Spdr consumer discretionary select sector etf,XLY,PUT,0.0,0.0,,0.1987,"",-262500.0,-100.0,soldall,No Data,Q1 2019,FINANCE,13F,06/30/2019,
Fortune brands home & security inc,FBHS,"",0.0,0.0,,0.0063,"",-19950.0,-100.0,soldall,0.0000000,Q4 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,42.0897
Royal dutch shell plc class a adr,RDS.A,"",0.0,0.0,,0.0633,"",-152087.0,-100.0,soldall,0.0000000,Q1 2019,ENERGY,13F,06/30/2019,62.59
Home depot  inc. (the),HD,PUT,0.0,0.0,,0.0765,"",-60000.0,-100.0,soldall,N/A,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
Clearway energy inc,CWEN,"",0.0,0.0,,0.0046,"",-46076.0,-100.0,soldall,0.0000000,Q4 2017,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,15.11
Forescout technologies inc,FSCT,"",0.0,0.0,,0.0124,"",-44355.0,-100.0,soldall,0.0000000,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,41.91
Eldorado resorts inc,ERI,"",0.0,0.0,,0.0031,"",-9936.0,-100.0,soldall,0.0000000,Q4 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,48.4059
Varian medical systems  inc.,VAR,"",0.0,0.0,,0.1332,"",-141375.0,-100.0,soldall,0.0000000,Q4 2016,HEALTH CARE,13F,06/30/2019,113.1761
Oreilly automotive inc.,ORLY,"",0.0,0.0,,0.0234,"",-9071.0,-100.0,soldall,0.0000000,Q4 2014,CONSUMER DISCRETIONARY,13F,06/30/2019,346.3986
Scorpio tankers inc,STNG,"",0.0,0.0,,0.0032,"",-24534.0,-100.0,soldall,0.0000000,Q1 2019,TRANSPORTS,13F,06/30/2019,19.84
Western digital corp,WDC,CALL,0.0,0.0,,0.0639,"",-200000.0,-100.0,soldall,N/A,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Nomad foods ltd,NOMD,"",0.0,0.0,,0.0419,"",-307883.0,-100.0,soldall,0.0000000,Q3 2018,CONSUMER STAPLES,13F,06/30/2019,20.45
Pra group inc,PRAA,"",0.0,0.0,,0.003,"",-16718.0,-100.0,soldall,0.0000000,Q1 2019,FINANCE,13F,06/30/2019,26.81
Petmed express inc,PETS,"",0.0,0.0,,0.0025,"",-16481.0,-100.0,soldall,0.0000000,Q3 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,22.78
Spirit aerosystems holdings inc. class a,SPR,"",0.0,0.0,,0.1454,"",-238987.0,-100.0,soldall,0.0000000,Q4 2016,INDUSTRIALS,13F,06/30/2019,91.5317
Henry (jack) & associates  inc.,JKHY,"",0.0,0.0,,0.3113,"",-337508.0,-100.0,soldall,0.0000000,Q3 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,138.74
Reinsurance group of america inc,RGA,"",0.0,0.0,,0.0068,"",-7257.0,-100.0,soldall,0.0000000,Q4 2015,FINANCE,13F,06/30/2019,138.8044
Ally financial inc,ALLY,"",0.0,0.0,,0.0103,"",-56600.0,-100.0,soldall,0.0000000,Q3 2015,FINANCE,13F,06/30/2019,26.2023
Nike inc.,NKE,"",0.0,0.0,,0.0021,"",-3835.0,-100.0,soldall,0.0000000,Q2 2014,CONSUMER DISCRETIONARY,13F,06/30/2019,77.464
Seattle genetics inc,SGEN,"",0.0,0.0,,0.009,"",-18402.0,-100.0,soldall,0.0000000,Q2 2016,HEALTH CARE,13F,06/30/2019,73.24
Seaworld entertainment  inc.,SEAS,CALL,0.0,0.0,,0.0514,"",-300000.0,-100.0,soldall,N/A,Q4 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,
Ugi corp. (united gas improvement),UGI,"",0.0,0.0,,0.0024,"",-6492.0,-100.0,soldall,0.0000000,Q4 2016,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,50.4612
Exxonmobil corp. (standard oil of new jersey),XOM,"",0.0,0.0,,0.0025,"",-4689.0,-100.0,soldall,0.0000000,Q4 2016,ENERGY,13F,06/30/2019,68.19
Southwest airlines co.,LUV,"",0.0,0.0,,0.0174,"",-50405.0,-100.0,soldall,0.0000000,Q2 2014,TRANSPORTS,13F,06/30/2019,58.4877
Alcoa corp,AA,"",0.0,0.0,,0.1665,"",-889214.0,-100.0,soldall,0.0000000,Q3 2016,MATERIALS,13F,06/30/2019,27.9584
Farfetch ltd,FTCH,"",0.0,0.0,,0.0274,"",-152962.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,26.91
Bemis company inc.,BMS,"",0.0,0.0,,0.1573,"",-426303.0,-100.0,soldall,0.0000000,Q4 2016,MATERIALS,13F,06/30/2019,54.7483
Concho resources inc,CXO,"",0.0,0.0,,0.0623,"",-84498.0,-100.0,soldall,0.0000000,Q4 2015,ENERGY,13F,06/30/2019,110.3061
Customers bancorp inc,CUBI,"",0.0,0.0,,0.0104,"",-85306.0,-100.0,soldall,0.0000000,Q1 2019,FINANCE,13F,06/30/2019,18.31
Spdr s&p industrial etf,XLI,"",0.0,0.0,,0.3196,"",-640596.0,-100.0,soldall,No Data,Q1 2019,INDUSTRIALS,13F,06/30/2019,75.03
Oracle corp,ORCL,PUT,0.0,0.0,,0.0357,"",-100000.0,-100.0,soldall,N/A,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,
Anadarko petroleum corp.,APC,CALL,0.0,0.0,,0.2087,"",-690100.0,-100.0,soldall,N/A,Q3 2018,ENERGY,13F,06/30/2019,
Glaukos corp,GKOS,CALL,0.0,0.0,,0.0188,"",-36000.0,-100.0,soldall,N/A,Q1 2019,HEALTH CARE,13F,06/30/2019,
Mongodb inc,MDB,"",0.0,0.0,,0.0065,"",-6665.0,-100.0,soldall,0.0000000,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,147.02
Renasant corp.,RNST,"",0.0,0.0,,0.0014,"",-6420.0,-100.0,soldall,0.0000000,Q1 2019,FINANCE,13F,06/30/2019,33.85
America movil s.a.b. de c.v. ads,AMX,"",0.0,0.0,,0.0031,"",-32526.0,-100.0,soldall,0.0000000,Q1 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,14.28
Bausch health companies,BHC,"",0.0,0.0,,0.1221,"",-743679.0,-100.0,soldall,0.0000000,Q1 2019,HEALTH CARE,13F,06/30/2019,24.7
Oasis petroleum inc,OAS,"",0.0,0.0,,0.0135,"",-336121.0,-100.0,soldall,0.0000000,Q1 2019,ENERGY,13F,06/30/2019,6.04
Gap (the),GPS,"",0.0,0.0,,0.1058,"",-607700.0,-100.0,soldall,0.0000000,Q4 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,26.18
